candidate_k,estimator_str,robust_mean_mse,robust_q95_mse,robust_max_mse,pert_mean,pert_sd,pert_q95,pert_min,pert_max,rank_pos,is_top5,is_top1,winner_k,winner_estimator_str
1,0*mean + 0*median + 0*trimmed20 + 0.5*harmonic + 0.5*geometric + 0*mode_hsm + 0*mode_parzen + 0*trimean + 0*huber + 0*biweight,0.7942893150443596,1.4182805365746165,1.4295881726250563,1.3168708107511604,0.018916672996885757,1.3452239827390977,1.2667841076094615,1.3538248563868729,1,TRUE,TRUE,1,0*mean + 0*median + 0*trimmed20 + 0.5*harmonic + 0.5*geometric + 0*mode_hsm + 0*mode_parzen + 0*trimean + 0*huber + 0*biweight
2,0*mean + 0*median + 0*trimmed20 + 0.5*harmonic + 0.5*geometric + 0*mode_hsm + 0*mode_parzen + 0*trimean + 0*huber + 0*biweight,0.7942893631386346,1.4295882490114311,1.4295882490114311,1.3165514998995722,0.02055622056762197,1.35115045525004,1.2674493080793647,1.369513660211359,2,TRUE,FALSE,1,0*mean + 0*median + 0*trimmed20 + 0.5*harmonic + 0.5*geometric + 0*mode_hsm + 0*mode_parzen + 0*trimean + 0*huber + 0*biweight
