n_scenarios,rate_mean,rate_q95,scale_mean,scale_q95,severity_mean,severity_q95,entropy_type,entropy_groups
231,0.10212121212121213,0.3,10.924242424242424,30,1.1097186147186147,4.5,2.0771072584942747,4.705874481330044
