candidate_k,winner_estimator_str,winner_robust_mean_mse,winner_robust_q95_mse,winner_robust_max_mse,pert_mean,pert_sd,pert_q95,pert_min,pert_max
1,0*mean + 0*median + 0*trimmed20 + 0.5*harmonic + 0.5*geometric + 0*mode_hsm + 0*mode_parzen + 0*trimean + 0*huber + 0*biweight,0.7942893150443596,1.4182805365746165,1.4295881726250563,1.3168708107511604,0.018916672996885757,1.3452239827390977,1.2667841076094615,1.3538248563868729
